timestamp,open,high,low,close,volume,RSI,MACD,HL_Volatility,Body,Volume_Change,KMeans_Cluster,DTW_Cluster,KMeans_Sentiment,DTW_Sentiment
2025-03-15 18:00:00,84422.25,84476.46,84125.01,84223.29,284.29156,0.48910864904643064,0.4845950563234326,0.09180931528662781,0.5373557750016817,0.06974941812770179,,,,
2025-03-15 19:00:00,84223.28,84320.49,84076.92,84299.98,324.78211,0.5249459550044799,0.48733443970734225,0.05825786226114865,0.6180602927097751,0.11330133996553951,,,,
2025-03-15 20:00:00,84299.99,84450.0,84299.98,84389.31,174.96258,0.565895943524735,0.4937950544672131,0.029163141918791068,0.6217550290279779,0.05028213984422008,,,,
2025-03-15 21:00:00,84389.31,84467.7,84237.58,84388.73,199.25715,0.5655816467934147,0.49876596332192596,0.0540748158837565,0.5954351562065419,0.11292865022093052,,,,
2025-03-15 22:00:00,84388.73,84450.1,84322.82,84382.65,161.41378,0.5620485616167763,0.5022481027876278,0.022090838972929565,0.5938249303943294,0.0786091309842891,,,,
2025-03-15 23:00:00,84382.65,84411.69,84268.4,84338.44,171.21716,0.5353057462034516,0.5026871639247976,0.027070063694270043,0.582661673990757,0.10477394961891212,,,,
2025-03-16 00:00:00,84338.44,84391.06,84213.03,84253.52,183.74346,0.4847219683167057,0.49877576615225744,0.037874452627388165,0.5707430752970873,0.10607102161937763,,,,
2025-03-16 01:00:00,84253.53,84277.03,83840.0,83869.31,457.47235,0.30345448496286903,0.47708163155004935,0.1184253085191079,0.48311751427977506,0.253940158352613,,,,
2025-03-16 02:00:00,83869.32,84130.39,83733.86,83966.05,320.67384,0.36229727817577145,0.4648730078070853,0.10582951831210152,0.6239244423495234,0.06721978762128894,,,,
2025-03-16 03:00:00,83966.05,84393.72,83906.26,84332.34,252.10048,0.5465535668811257,0.47322123590961673,0.13410939988057521,0.7028430732477067,0.07611232545204823,,,,
2025-03-16 04:00:00,84332.35,84418.0,84245.98,84408.97,266.06424,0.5789689338454589,0.4836252336576823,0.03600529956210317,0.6180368712434152,0.10421603160058288,,,,
2025-03-16 05:00:00,84408.97,84411.85,84305.95,84395.31,207.70079,0.5719059531139268,0.49117143054820367,0.0154415057722957,0.5916057464567704,0.07553642922005044,,,,
2025-03-16 06:00:00,84395.31,84400.0,84228.0,84228.0,145.78217,0.48795773693930017,0.4889902490964625,0.0359990794187898,0.5466218926301437,0.0673154769405418,,,,
2025-03-16 07:00:00,84228.01,84373.64,83972.57,84273.96,345.16527,0.510810241132273,0.4894874233918516,0.10724149084394667,0.6090576665778639,0.2411993533476473,0.0,0.0,Sideways,Sideways
2025-03-16 08:00:00,84273.95,84335.43,84162.83,84268.36,218.05774,0.5078603336949108,0.4895933633753797,0.03618568371815014,0.5939683868757826,0.05999425313492285,0.0,0.0,Sideways,Sideways
2025-03-16 09:00:00,84268.36,84271.03,83800.0,83897.02,456.91285,0.33954881177819846,0.47177139369378335,0.12899955214968115,0.4868883703636487,0.2127750184516422,0.0,0.0,Sideways,Sideways
2025-03-16 10:00:00,83897.02,84066.92,83649.04,83666.98,458.6363,0.2600374172252687,0.44691382096508936,0.11246952129777213,0.5282565353210329,0.09882791320532135,0.0,0.0,Sideways,Sideways
