timestamp,open,high,low,close,volume,RSI,MACD,HL_Volatility,Body,Volume_Change,Price_Change,Pct_Change,Upper_Shadow,Lower_Shadow,SMA_14,EMA_14,Momentum,Rolling_Volatility_14,KMeans_Cluster,DTW_Cluster,KMeans_Sentiment,DTW_Sentiment,EMA_9,ATR,ADX,Tenkan_Sen,Kijun_Sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,HA_Close,HA_Open,HA_High,HA_Low,Position,Signal,Strategy_Returns,Cumulative_Returns,BuyHold_Returns,BuyHold_Cumulative
2025-03-19 22:00:00,85636.0,86500.0,85635.99,86158.52,1291.15663,0.9508735117260354,0.9648519969523396,864.0099999999948,522.5200000000041,0.0,0.0,0.0,341.4799999999959,0.00999999999476131,,86158.52,,,,,,,86158.52,0.0,0.0,,,,,84662.74,85982.6275,85636.0,86500.0,85635.99,0,0,,0.0,,0.0
2025-03-19 23:00:00,86158.52,87000.0,86158.52,86845.94,1212.0858,1.0,1.0,841.4799999999959,687.4199999999983,-0.06124030823433091,687.4199999999983,0.00797854930655717,154.05999999999767,0.0,,86250.176,,,,,,,86296.00400000002,0.0,0.0,,,,,84469.66,86540.74500000001,85809.31375,87000.0,85809.31375,0,0,0.0,0.0,0.00797854930655717,0.00797854930655717
2025-03-20 00:00:00,86845.93,87453.67,85942.16,86017.68,2268.33245,0.7875828047937081,0.998662457715322,1511.5099999999948,-828.25,0.8714289450466293,-828.2600000000093,-0.009537118257917476,607.7400000000052,75.51999999998952,,86219.17653333335,,,,,,,86240.33920000002,0.0,0.0,,,,,84200.0,86564.85999999999,86175.02937500001,87453.67,85942.16,0,0,-0.0,0.0,-0.009537118257917476,-0.0016346613196235316
2025-03-20 01:00:00,86017.68,86369.57,85733.11,85867.96,943.13783,0.7545319796179728,0.989202495395908,636.4600000000064,-149.7199999999866,-0.5842153428612282,-149.7199999999866,-0.0017405724032546477,351.89000000001397,134.85000000000582,,86172.34766222224,,,,,,,86165.86336000002,0.0,0.0,,,,,83937.98,85997.08,86369.9446875,86369.9446875,85733.11,0,0,-0.0,0.0,-0.0017405724032546477,-0.0033723884764965684
2025-03-20 02:00:00,85867.97,86121.87,85619.56,86065.51,664.59119,0.7767196649135597,0.983951639672648,502.3099999999977,197.5399999999936,-0.29534033217605116,197.54999999998836,0.0023006252856128118,56.36000000000058,248.4100000000035,,86158.10264059261,,,,,,,86145.79268800002,0.0,0.0,,,,,84022.32,85918.7275,86183.51234375,86183.51234375,85619.56,0,0,0.0,0.0,0.0023006252856128118,-0.0010795217930856804
2025-03-20 03:00:00,86065.51,86128.0,85818.77,85891.02,430.06208,0.7362016482867315,0.9708468889800465,309.2299999999959,-174.4899999999907,-0.35289229458488613,-174.4899999999907,-0.0020274091212610923,62.49000000000524,72.25,,86122.49162184693,,,,,,,86094.83815040001,0.0,0.0,,,,,84137.99,85975.82500000001,86051.119921875,86128.0,85818.77,0,0,-0.0,0.0,-0.0020274091212610923,-0.003104742282016848
2025-03-20 04:00:00,85891.01,85930.39,85430.38,85684.78,557.66112,0.6891454800056003,0.9507813538722414,500.00999999999476,-206.22999999999593,0.2966991184156482,-206.24000000000524,-0.0024011823354759265,39.38000000000466,254.39999999999418,,86064.13007226735,,,,,,,86012.82652032001,0.0,0.0,,,,,84164.17,85734.14,86013.47246093751,86013.47246093751,85430.38,0,0,-0.0,0.0,-0.0024011823354759265,-0.005498469565168973
2025-03-20 05:00:00,85684.78,85838.85,85468.75,85827.28,879.80074,0.7090444537305223,0.936000198579932,370.1000000000058,142.5,0.5776619678990711,142.5,0.0016630724849850953,11.570000000006985,216.02999999999884,,86032.55006263171,,,,,,,85975.71721625602,0.0,0.0,,,,,84046.52,85704.91500000001,85873.80623046876,85873.80623046876,85468.75,0,0,0.0,0.0,0.0016630724849850953,-0.0038445414336272243
2025-03-20 06:00:00,85827.27,86013.05,85632.08,85759.28,537.82095,0.6924759178297915,0.9191842321546868,380.97000000000116,-67.99000000000524,-0.3887014120947432,-68.0,-0.0007922888853054699,185.77999999999884,127.19999999999709,,85996.11405428081,,,,,,,85932.42977300481,0.0,0.0,,,,,83467.98,85807.92000000001,85789.36061523439,86013.05,85632.08,0,0,-0.0,0.0,-0.0007922888853054699,-0.004633784331485757
2025-03-20 07:00:00,85759.29,86000.0,85695.86,85816.39,414.39218,0.701364062095178,0.9047358792231486,304.1399999999994,57.10000000000582,-0.22949788400767956,57.11000000000058,0.0006659337625036788,183.61000000000058,63.429999999993015,,85972.15084704336,,,,,,,85909.22181840386,0.0,0.0,,,,,83935.7,85817.885,85798.6403076172,86000.0,85695.86,0,0,0.0,0.0,0.0006659337625036788,-0.003970936362416522
