timestamp,open,high,low,close,volume,RSI,MACD,Cluster
2024-07-04,60208.57,60498.19,56771.0,57050.01,54568.77276,24.878241124693602,-2032.6232695600047,
2024-07-05,57050.02,57546.0,53485.93,56628.79,81348.24756,24.099160554781363,-2266.505823043015,
2024-07-06,56628.79,58475.0,56018.0,58230.13,21651.31558,32.724547368673484,-2296.175791463691,
2024-07-07,58230.13,58449.46,55724.37,55857.81,19118.93918,27.702063765764166,-2482.499148015915,
2024-07-08,55857.81,58236.73,54260.16,56714.62,48090.2049,31.774794265778596,-2531.838881519623,
2024-07-09,56714.61,58296.0,56289.45,58050.0,27732.20788,37.66830072157901,-2435.116463250226,
2024-07-10,58050.0,59470.0,57157.79,57725.85,24951.73799,36.83647411873593,-2357.444295509238,
2024-07-11,57725.85,59650.0,57050.0,57339.89,29761.05735,35.82212131920454,-2300.513402885852,
2024-07-12,57339.89,58526.68,56542.47,57889.1,23652.4569,38.420646473434786,-2185.8811262961826,
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.74519,44.24164025118144,-1966.2652842239768,
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.33907,50.36630492815556,-1644.6460884782427,
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.9782,61.565676273523806,-1060.7192987802555,
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.52915,62.31174421178694,-565.6237307971678,
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954,58.64733762443474,-247.54459655631217,2.0
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225,58.26111012394492,-3.499068629083922,2.0
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739,64.90690334756783,400.90194691082434,2.0
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434,65.95546415218692,751.4590736510727,2.0
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191,68.14529229364925,1099.345152166643,2.0
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303,65.34931551817618,1308.855268927662,2.0
