timestamp,open,high,low,close,volume,RSI,MACD,HL_Volatility,Body,Volume_Change,Price_Change,Pct_Change,Upper_Shadow,Lower_Shadow,SMA_14,EMA_14,Momentum,Rolling_Volatility_14,KMeans_Cluster,DTW_Cluster,KMeans_Sentiment,DTW_Sentiment
2025-03-15 18:00:00,84422.25,84476.46,84125.01,84223.29,284.29156,0.48910864904643064,0.4845950563234326,0.09180931528662781,0.5373557750016817,0.06743948664103956,0.5373571294734865,0.5354511176093756,0.033881461759139885,0.09108771409505287,0.3675198430821496,0.38513510265583584,0.5151124216734219,0.14336153094071843,,,,
2025-03-15 19:00:00,84223.28,84320.49,84076.92,84299.98,324.78211,0.5249459550044799,0.48733443970734225,0.05825786226114865,0.6180602927097751,0.11109955348573705,0.6180584832302811,0.6163775675463246,0.012818830117694014,0.13564914361978175,0.3679245724625826,0.38638702728894536,0.551562436007699,0.13646321594637426,,,,
2025-03-15 20:00:00,84299.99,84450.0,84299.98,84389.31,174.96258,0.565895943524735,0.4937950544672131,0.029163141918791068,0.6217550290279779,0.04792386860916864,0.6217590640809461,0.6200708943781628,0.03793148707179553,9.268184185987586e-06,0.37039747857916616,0.38952965670251594,0.5750856643595301,0.1359523765582267,,,,
2025-03-15 21:00:00,84389.31,84467.7,84237.58,84388.73,199.25715,0.5655816467934147,0.49876596332192596,0.0540748158837565,0.5954351562065419,0.11072593830469984,0.5954363406408102,0.5936540072849805,0.0489940562128508,0.1400886038407293,0.3771360067157232,0.3922399091354567,0.6236024081582495,0.09374550698032383,,,,
2025-03-15 22:00:00,84388.73,84450.1,84322.82,84382.65,161.41378,0.5620485616167763,0.5022481027876278,0.022090838972929565,0.5938249303943294,0.0763211993007864,0.5938261195428151,0.5920397132843704,0.03835648972806686,0.05545154593310858,0.38303278896111514,0.39444874779983685,0.6140284774269278,0.0941305518707442,,,,
2025-03-15 23:00:00,84382.65,84411.69,84268.4,84338.44,171.21716,0.5353057462034516,0.5026871639247976,0.027070063694270043,0.582661673990757,0.10255098853535817,0.5826628958216263,0.5808473263967842,0.018150113438214023,0.06491436197820839,0.38749165365679517,0.3953447410841644,0.5976737518941722,0.09527255824476649,,,,
2025-03-16 00:00:00,84338.44,84391.06,84213.03,84253.52,183.74346,0.4847219683167057,0.49877576615225744,0.037874452627388165,0.5707430752970873,0.10385128133193253,0.5707443320217369,0.5688846970386685,0.032887705548156655,0.03752687773411897,0.3915885184084047,0.39416522051408265,0.5935564019603824,0.09705706026913802,,,,
2025-03-16 01:00:00,84253.53,84277.03,83840.0,83869.31,457.47235,0.30345448496286903,0.47708163155004935,0.1184253085191079,0.48311751427977506,0.25208759609386444,0.48312195521828705,0.4808746426142048,0.014687591797448685,0.027165047823828035,0.38877473701292153,0.3842930725795135,0.5149554272296608,0.13039527221014743,,,,
2025-03-16 02:00:00,83869.32,84130.39,83733.86,83966.05,320.67384,0.36229727817577145,0.4648730078070853,0.10582951831210152,0.6239244423495234,0.0649035747376889,0.6239284710511551,0.6223940335525346,0.10271314195713471,0.12554682286646918,0.3867285251274897,0.37796552111117876,0.5236856834718979,0.13313905388459693,,,,
2025-03-16 03:00:00,83966.05,84393.72,83906.26,84332.34,252.10048,0.5465535668811257,0.47322123590961673,0.13410939988057521,0.7028430732477067,0.07381819388022792,0.7028439432265309,0.7018744016896892,0.03836273976712633,0.05541447319641858,0.3851962667435469,0.3809187704963026,0.5295313374561429,0.14131874751484144,,,,
2025-03-16 04:00:00,84332.35,84418.0,84245.98,84408.97,266.06424,0.5789689338454589,0.4836252336576823,0.03600529956210317,0.6180368712434152,0.10199168513504409,0.61804091718194,0.6163307816363702,0.005643785273657214,0.08004930673983222,0.38852364156099917,0.3852433494415042,0.5848043030129276,0.11229948250227667,,,,
2025-03-16 05:00:00,84408.97,84411.85,84305.95,84395.31,207.70079,0.5719059531139268,0.49117143054820367,0.0154415057722957,0.5916057464567704,0.0732408676240353,0.5916069421023049,0.5898158856297047,0.0018000112500732174,0.08282049380885302,0.38911525221229937,0.3886766732914815,0.5536880042593261,0.10021185821171968,,,,
2025-03-16 06:00:00,84395.31,84400.0,84228.0,84228.0,145.78217,0.48795773693930017,0.4889902490964625,0.0359990794187898,0.5466218926301437,0.0649995016657923,0.5466232199737701,0.5447212814050043,0.002931268320428448,0.0,0.38749597461103313,0.3877984005057211,0.528541589875905,0.10821385171455364,,,,
2025-03-16 07:00:00,84228.01,84373.64,83972.57,84273.96,345.16527,0.510810241132273,0.4894874233918516,0.10724149084394667,0.6090576665778639,0.239315154036238,0.6090617388045749,0.6073396004104805,0.06230038937742904,0.2367464966263682,0.3857161015438635,0.3880958738327518,0.5267149936519641,0.10772082984317352,0.0,0.0,Sideways,Sideways
2025-03-16 08:00:00,84273.95,84335.43,84162.83,84268.36,218.05774,0.5078603336949108,0.4895933633753797,0.03618568371815014,0.5939683868757826,0.057660098322617495,0.593966647929548,0.5921783585968603,0.038425240157748314,0.09780714762363592,0.38625706100935453,0.38822469359654477,0.5531119029091757,0.09614012213118531,0.0,0.0,Sideways,Sideways
2025-03-16 09:00:00,84268.36,84271.03,83800.0,83897.02,456.91285,0.33954881177819846,0.47177139369378335,0.12899955214968115,0.4868883703636487,0.21082023787165516,0.4868898725875985,0.48467737447110093,0.001668760429751589,0.08991992288871088,0.38142047289723635,0.37978288831972584,0.4919482327886314,0.13106213273679038,0.0,0.0,Sideways,Sideways
2025-03-16 10:00:00,83897.02,84066.92,83649.04,83666.98,458.6363,0.2600374172252687,0.44691382096508936,0.11246952129777213,0.5282565353210329,0.09659018735085487,0.5282579164324517,0.5259099915067897,0.10618816367601898,0.01662712241417867,0.3727505982421171,0.36716791354411704,0.4483488280023473,0.13632662411459087,0.0,0.0,Sideways,Sideways
2025-03-16 11:00:00,83666.98,83691.61,82381.46,82410.02,1849.0388,0.015139014890308222,0.3673535899703951,0.3899718849522274,0.22760688239789206,0.41343517817857856,0.22760914371370128,0.22171415283002488,0.015393846211541681,0.02646993401052634,0.34900083334403575,0.3272821068770213,0.27683171560797876,0.38027902766906463,0.0,0.0,Sideways,Sideways
